Title: GramProteinFatPerKcal,,,,,,,,
MiscCrop,21,1.009616777,13.47783767,9.124323922,2.357684951,2380.358281,3.870035273,5.716555837
NutsSeeds,21,1.402269978,27.09282816,9.385440397,2.935654884,4116.580708,3.197051686,9.22888733
OilCrop,21,2.338496893,63.65524224,1.624366207,5.743839754,13431.95142,0.282801449,11.08234995
OilPalm,21,3.938371048,27.01400029,0,2.388042646,9404.998018,0,11.31219341
OtherGrain,21,0.823969828,2.5211825,9.712249344,3.41293384,2812.15451,2.84571861,0.738714144
OtherMeat_Fish,21,3.048318428,7.260761992,10.94330654,1.222478684,3726.5043,8.951736079,5.939377176
Pork,21,0.042307813,30.68009436,11.01944702,3.409135385,144.2330613,3.232328957,8.999376935
Poultry,21,7.939533507,8.358954113,12.35895781,1.291795164,10256.25099,9.567273628,6.470804618
Rice,21,8.596988056,0.526281163,5.231067077,2.743689571,23587.46648,1.906581244,0.191815127
RootTuber,21,7.437420827,0.113876599,1.537338112,0.716212274,5326.77208,2.146483897,0.15899839
SheepGoat,21,1.374847373,14.14166792,12.44619461,1.820724399,2503.218158,6.835847653,7.767055754
Soybean,21,0.892471052,93.88667963,1.037285129,8.351805504,7453.744646,0.124198909,11.241483
SugarCrop,21,42.23145458,0.004315914,0.007345251,0.572181708,24164.0658,0.012837269,0.007542908
Vegetables,21,28.96798227,0.200862151,0.960011974,0.230345822,6672.653695,4.167698655,0.872002579
Wheat,21,26.53925439,1.47482497,10.23302755,3.419273734,90744.97544,2.992748854,0.431326967
Beef,22,2.280076971,8.754951867,9.696717948,1.184409206,2700.544154,8.186966042,7.39183031
Corn,22,2.914874924,2.520997849,9.993863614,3.70326219,10794.5461,2.69866488,0.68075057
Dairy,22,37.28327764,5.097397275,3.80878963,0.792118212,29532.76324,4.808360128,6.435147172
FiberCrop,22,0.132880351,72.46504056,0,6.405909586,851.219512,0,11.31221719
Fruits,22,7.57097155,0.306619476,0.561000144,0.456943788,3459.50842,1.227722443,0.67102231
Legumes,22,0.950737724,2.834663212,21.57166836,3.485548784,3313.842716,6.18888723,0.813261666
MiscCrop,22,0.295392554,6.272324405,10.19975329,1.979608943,584.761742,5.15240817,3.168466392
NutsSeeds,22,0.195978288,22.47928412,6.468687622,3.158706026,619.0378,2.047891627,7.116611657
OilCrop,22,0.102792016,72.15614792,0.579383123,6.4495839,662.96573,0.089832636,11.18772142
OilPalm,22,2.022698154,27.08259752,0,2.394101621,4842.544928,0,11.31221719
OtherGrain,22,0.302998196,3.049938828,10.28480459,3.857449156,1168.800136,2.666219093,0.790662094
OtherMeat_Fish,22,0.862590064,20.62939095,11.31473894,2.360067375,2035.770668,4.794244036,8.741017804
Pork,22,4.65E-05,36.42915784,10.25854524,3.758151124,0.174724,2.729678744,9.693372256
Poultry,22,1.763958583,7.656841196,10.40373145,1.151977357,2032.040346,9.031194402,6.646694184
Rice,22,3.557432895,0.68128102,5.303136577,2.787395905,9915.973882,1.902541569,0.244414874
RootTuber,22,3.269840539,0.133429646,1.603075895,0.704063384,2302.174994,2.276891445,0.189513685
SheepGoat,22,0.569681076,9.809860889,12.62395662,1.501324841,855.27635,8.408544423,6.534136133
Soybean,22,0.02392801,93.63742383,0.263785189,8.297026257,198.531328,0.031792739,11.28566078
SugarCrop,22,32.89680824,0.007443638,0.011252159,0.54301332,17863.40506,0.0207217,0.013708021
Vegetables,22,5.275107017,0.604312272,1.643944089,0.391259256,2063.934446,4.201674629,1.544531568
Wheat,22,18.89593439,1.262126152,11.0256937,3.520256395,66518.53388,3.132071209,0.35853245
Beef,23,2.201704647,15.24976768,14.71535141,2.002166016,4408.17822,7.349715905,7.616634964
Corn,23,0.064673532,6.971755528,7.596137432,3.701357596,239.37987,2.052257107,1.883567137
Dairy,23,19.71346402,5.749014438,4.25626637,0.866032666,17072.50379,4.914671859,6.638334404
FiberCrop,23,0,68.31374542,0.186507024,6.049276273,0,0.030831295,11.29287907
Fruits,23,9.525739658,0.255449239,0.501132919,0.432175025,4116.786771,1.15956011,0.591078207
Legumes,23,0.327730445,1.815667001,22.44705076,3.439413086,1127.20038,6.526418955,0.527900242
MiscCrop,23,0.582216615,11.16290351,6.978244321,1.573005704,915.830056,4.436248582,7.096543567
NutsSeeds,23,0.22924811,31.65554491,14.86711501,3.61670459,829.12269,4.11067994,8.75259345
OilCrop,23,2.188555962,75.36791956,0.189566412,6.679987444,14619.52635,0.028378259,11.2826439
OilPalm,23,0,27.20257901,5.53E-04,2.403417193,0,2.30E-04,11.31829259
OtherGrain,23,2.931600159,0.928798,5.15372126,2.686344503,7875.287974,1.918488583,0.345747911
OtherMeat_Fish,23,4.373388903,4.245652307,11.69800229,0.934070366,4085.052971,12.52368421,4.545323846
Pork,23,3.520165926,24.46182058,10.24161198,2.647106598,9318.25445,3.868983587,9.240965435
Poultry,23,6.557414435,8.410863626,11.6956492,1.27520069,8362.01941,9.171614547,6.595717595
Rice,23,1.07110605,0.488201336,4.602641038,2.482831954,2659.376328,1.853786774,0.196630841
RootTuber,23,15.2522006,0.121962243,1.586157401,0.665490012,10150.18716,2.383442837,0.183266827
SheepGoat,23,0.207287853,16.84011888,13.10313519,2.065400243,428.132382,6.344114287,8.15344093
Soybean,23,0.122614827,78.19038791,0.887792335,6.995276031,857.72456,0.126913124,11.17759865
SugarCrop,23,30.28667955,0.003082716,0.001102059,0.64252789,19460.0363,0.001715192,0.004797793
Vegetables,23,15.88691221,0.198475222,1.053778787,0.256809754,4079.914016,4.103344094,0.772849234
Wheat,23,16.95161221,1.305209381,10.6993416,3.440358851,58319.62911,3.109949299,0.379381756
Beef,24,1.043774604,18.25587361,14.35383987,2.260300926,2359.244704,6.350411002,8.07674474
Corn,24,4.730634524,4.113291598,9.022086501,3.685991981,17437.08092,2.447668511,1.11592527
Dairy,24,2.317655873,4.850004922,3.747247568,0.759470071,1760.19027,4.934029281,6.386038249
FiberCrop,24,0.001820523,68.87033619,0,6.088137719,11.083592,0,11.31221719
Fruits,24,2.382576699,0.22281544,0.339912849,0.272692076,649.7097859,1.24650798,0.817095397
Legumes,24,0.104939775,1.624107554,22.03658802,3.370798189,353.730802,6.537498474,0.481816906
MiscCrop,24,0.083073292,12.56237188,7.765954009,1.992630764,165.534398,3.897337203,6.304415301
NutsSeeds,24,0.074196019,30.78642577,14.3202606,3.672384449,272.476308,3.899444843,8.383225177
OilCrop,24,0.371477658,78.95211078,0.101726737,6.9921345,2597.421746,0.014548739,11.29156065
OilPalm,24,0.883359045,27.02418697,0,2.388938129,2110.290104,0,11.31221719
OtherGrain,24,0.550236701,0.822805939,5.582956865,3.724016785,2049.090712,1.499176074,0.220945819
OtherMeat_Fish,24,0.752112172,2.985976685,14.25440263,0.93539264,703.52019,15.23895103,3.192217426
Pork,24,0.231013333,31.62373959,9.673197654,3.702420048,855.308396,2.612668884,8.541370017
Poultry,24,2.407726317,8.28312942,12.30994944,1.275278911,3070.522596,9.65275073,6.495151254
Rice,24,1.118960718,0.485846295,5.270265294,2.702366479,3023.841934,1.950240774,0.179785495
RootTuber,24,1.865028108,0.1243928,1.490452302,0.71536662,1334.178854,2.083480358,0.173886783
SheepGoat,24,0.192400551,17.92577356,11.82731909,2.105448388,405.08943,5.61748232,8.513993342
Soybean,24,0.24942966,97.55078206,0.007972231,8.62423281,2151.139456,9.24E-04,11.31124173
SugarCrop,24,11.20626241,0.009790465,0.003487668,0.533418552,5977.62827,0.006538334,0.01835419
Vegetables,24,2.281150238,0.435626338,1.293678417,0.353888851,807.273636,3.655606598,1.230969376
Wheat,24,2.468824797,1.554793305,11.37316772,3.628405919,8957.898506,3.134480533,0.428505889
Beef,25,0.647527113,6.485471134,13.86262853,1.067602475,691.301548,12.9848224,6.074799644
Corn,25,1.148382183,6.648540556,7.281778191,3.659168116,4202.123468,1.990009193,1.816954112
Dairy,25,1.796703534,6.735818311,6.193284185,1.04033845,1869.17977,5.9531436,6.474641317
FiberCrop,25,0.001517897,71.11152377,0,6.286258701,9.541896,0,11.31221719
Fruits,25,2.782962411,0.661995403,0.589884592,0.506230845,1408.821412,1.165248223,1.307694721
Legumes,25,0.172654242,1.660878575,22.13771057,3.38072286,583.696142,6.548218083,0.491279127
MiscCrop,25,0.090240947,4.04288589,7.630078409,0.946344942,85.399064,8.06268208,4.272105982
NutsSeeds,25,0.010909263,36.62849543,13.07609909,4.020835867,43.864356,3.252084772,9.109671881
OilCrop,25,0.120631052,34.37319733,1.075956307,3.163965225,381.672454,0.340065782,10.8639618
OilPalm,25,0.423272259,25.87937141,0,2.287736433,968.335368,0,11.31221719
OtherGrain,25,0.236089633,0.857518252,5.801559456,3.728559736,880.2743,1.55597868,0.229986459
OtherMeat_Fish,25,0.420995232,2.943811281,12.17457015,0.804263033,338.590902,15.13754787,3.660259345
Pork,25,0.209442742,27.74830688,9.408230022,2.905832653,608.605558,3.237705383,9.549175809
Poultry,25,1.146710541,7.980201159,12.386109,1.266400672,1452.195,9.780560984,6.301482095
Rice,25,0.981978818,0.517447059,5.719358541,2.879865159,2827.966586,1.985981365,0.17967753
RootTuber,25,0.914032648,0.16979097,1.355036216,0.777698682,710.841986,1.74236661,0.218324878
SheepGoat,25,0.011441631,11.85092253,13.74881823,1.640355228,18.76834,8.381610275,7.224607406
Soybean,25,0.335740754,95.97954492,0.144779784,8.493373068,2851.571482,0.017046206,11.30052149
SugarCrop,25,6.961200083,0.003554923,0.009806896,0.586751327,4084.493388,0.016713888,0.006058654
Vegetables,25,1.580478165,0.192070211,1.018638283,0.250999612,396.699406,4.058326128,0.765221146
Wheat,25,1.238256477,1.298888809,10.594777,3.266600467,4044.889186,3.24336481,0.397627081
Beef,26,1.382623167,12.82345494,12.61110717,1.770093498,2447.372278,7.124542959,7.244507114
Corn,26,2.135156328,2.98979183,8.887425859,3.496099294,7464.71853,2.542097667,0.855179324
Dairy,26,5.900327715,4.729353897,4.157691008,0.810452041,4781.932637,5.130088889,5.835451896
FiberCrop,26,0.033860369,60.29467594,0,5.329894836,180.472208,0,11.31254514
Fruits,26,10.29738014,0.468174108,0.611430448,0.531718626,5475.308823,1.149913541,0.880492209
Legumes,26,0.476976516,2.334722845,23.52639238,3.42369645,1633.022804,6.871635007,0.681930445
MiscCrop,26,0.321724994,7.167571966,9.206066092,1.290068102,415.047152,7.136108611,5.555964026
NutsSeeds,26,0.207108509,20.99306958,9.810787491,2.915413375,603.806918,3.365144571,7.200718003
OilCrop,26,0.368231836,47.41952466,1.649434615,4.318781804,1590.312952,0.381921266,10.97983802
OilPalm,26,1.115595498,23.48069713,0,2.075693626,2315.634464,0,11.31221719
OtherGrain,26,0.835115525,1.338015708,6.714154589,3.359877993,2805.886274,1.998332857,0.398233421
OtherMeat_Fish,26,1.670990561,7.678249062,11.37159354,1.212353168,2025.8307,9.379769729,6.333343507
Pork,26,1.050995449,28.44919906,10.13449822,2.831305188,2975.688866,3.579443947,10.04808637
Poultry,26,3.571018929,8.199359427,11.28313376,1.257600779,4490.916186,8.97195195,6.519842835
Rice,26,3.570105562,0.460899641,5.50685218,2.783753963,9938.295506,1.978210809,0.165567664
RootTuber,26,7.901020033,0.141138095,1.299743563,0.767347183,6062.825462,1.693814211,0.183929906
SheepGoat,26,0.103397107,11.07511956,10.02238686,1.37940807,142.626804,7.265715697,8.028892829
Soybean,26,0.368147067,87.85610638,3.022888384,7.949752799,2926.678174,0.380249356,11.0514262
SugarCrop,26,15.79443486,0.00544183,0.005365968,0.528181133,8342.322508,0.010159332,0.010302961
Vegetables,26,4.712118666,0.258634327,1.344187077,0.327146541,1541.553322,4.108822527,0.790576378
Wheat,26,4.5861382,1.630705977,9.008567018,3.19334456,14645.11947,2.821044472,0.510657697
Beef,27,0.67736142,12.20948266,12.08972874,1.584189034,1073.068533,7.63149377,7.707086972
Corn,27,1.544468334,2.310582194,7.179513261,2.903677952,4484.638648,2.472558382,0.795743272
Dairy,27,8.281500625,4.452787512,3.520379977,0.722771586,5985.63334,4.870667368,6.160711903
FiberCrop,27,0.012085933,66.48225092,0,5.877057955,71.029726,0,11.31216528
Fruits,27,8.080129287,0.35789197,0.545431565,0.485960954,3926.627337,1.122377343,0.736462399
Legumes,27,1.542992666,2.175364973,22.85663115,3.445825113,5316.882876,6.633137319,0.631304521
MiscCrop,27,0.703445677,8.281952662,10.12635309,2.582668324,1816.766868,3.920887943,3.206742649
NutsSeeds,27,0.32305379,16.4711601,6.057646057,2.89065988,933.8386306,2.095592809,5.698062306
OilCrop,27,2.004007692,31.25279305,1.432306597,2.84922522,5709.869255,0.502700379,10.96887422
OilPalm,27,2.790782406,27.00709301,0,2.387416112,6662.75888,0,11.31226889
OtherGrain,27,0.427439664,2.409862997,9.004383983,3.305403606,1412.860606,2.724140545,0.729067698
OtherMeat_Fish,27,4.82119946,3.592542834,11.08949979,0.801470744,3864.050319,13.83643741,4.482437893
Pork,27,0.028427971,28.9222823,9.347961537,3.009575551,85.55612667,3.106073059,9.610086807
Poultry,27,1.181289455,10.14018886,11.39347151,1.421304745,1678.972307,8.016205914,7.134422715
Rice,27,43.45489239,0.538701255,5.101681149,2.703055172,117460.9716,1.887375885,0.199293474
RootTuber,27,11.42748567,0.12756093,1.626478286,0.711040922,8125.409946,2.28746087,0.179400266
SheepGoat,27,0.472261838,10.51255006,14.37195123,1.654295132,781.2604594,8.687658537,6.354700475
Soybean,27,0.569253388,83.77689138,5.999790872,7.684046338,4374.169409,0.780811386,10.90270512
SugarCrop,27,17.15864244,0.026604499,0.03425706,0.551749539,9467.273048,0.062088063,0.048218434
Vegetables,27,11.86890715,0.520322173,1.587015149,0.337659992,4007.655098,4.700039049,1.54096483
Wheat,27,9.376470691,1.294198566,9.740021011,3.447768045,32327.89602,2.825022126,0.375372864
Beef,28,0.703901151,13.26854814,14.12292619,1.802070464,1268.479474,7.837055471,7.362946347
Corn,28,0.573683733,5.777626332,1.217891807,3.168290985,1817.597,0.384400238,1.823578188
Dairy,28,1.070302106,9.980368819,5.506474887,1.273477549,1363.005702,4.323966993,7.837098369
FiberCrop,28,0.040427546,70.39160934,0,6.222618266,251.565184,0,11.31221719
Fruits,28,3.116264241,0.24318356,0.519970951,0.443911917,1383.346832,1.171338122,0.547819399
Legumes,28,0.064462183,1.766506684,21.51933373,3.393916886,218.779292,6.340560025,0.520492028
MiscCrop,28,0.12495635,9.023190247,7.894734093,1.792770419,224.018048,4.403650356,5.03309858
NutsSeeds,28,0.252298542,30.42260095,10.37997546,3.622682771,913.99758,2.865273091,8.39780982
OilCrop,28,0.517705923,58.81534022,3.680293977,5.448300771,2820.617578,0.675493908,10.79517132
OilPalm,28,0.697797356,27.01729928,0,2.388329256,1666.56984,0,11.31221719
OtherGrain,28,0.352768728,0.360693965,4.80437597,3.149416882,1111.015788,1.525481113,0.114527222
OtherMeat_Fish,28,4.474558756,3.445026658,7.591812741,0.762849476,3413.414804,9.951914468,4.515997932
Pork,28,1.560262998,16.11687365,11.76977735,1.956642344,3052.87665,6.015293183,8.237005448
Poultry,28,1.521488427,9.663899237,11.90500799,1.395086651,2122.608194,8.533525845,6.927096057
Rice,28,4.75208571,1.071167636,5.196668222,2.954216703,14038.69098,1.759068052,0.362589391
RootTuber,28,1.031794078,0.121974021,1.280623404,0.704593606,726.99551,1.817534808,0.173112585
SheepGoat,28,0.012225698,13.33804734,12.34004641,1.765786522,21.587972,6.988413527,7.553601288
Soybean,28,0.99299972,49.88518471,9.952047175,4.976604763,4941.767134,1.999766437,10.02393943
SugarCrop,28,8.52064839,0.011510711,0.004107303,0.576863639,4915.252236,0.007120059,0.019953954
Vegetables,28,10.19815046,0.206343692,1.390687725,0.283250864,2888.634928,4.90973869,0.728483892
Wheat,28,2.321428288,1.374658241,9.443985457,3.264690829,7578.745642,2.892765641,0.42106843
Beef,29,2.22483031,10.51636404,11.75061436,1.434466575,3191.444714,8.191626464,7.331201871
Corn,29,5.274913857,3.706008144,7.609368699,3.288946729,17348.91068,2.313618713,1.126806984
Dairy,29,7.544129098,3.742983617,4.148497525,0.766229391,5780.533445,5.414171752,4.884938715
FiberCrop,29,0.076773307,63.59473228,0.00485579,5.622132734,431.62972,8.64E-04,11.31149606
Fruits,29,31.05081628,0.304732614,0.578829459,0.497017209,15432.79005,1.164606473,0.613122862
Legumes,29,1.816835674,2.137081628,21.26221055,3.43009517,6231.919271,6.198723214,0.623038581
MiscCrop,29,1.078154181,4.168924052,8.349895522,1.584236707,1708.051429,5.270611069,2.631503256
NutsSeeds,29,1.636229214,35.51039046,10.23150996,3.925546878,6423.094481,2.606390978,9.045972846
OilCrop,29,5.171184937,25.6434938,1.892167838,2.418339838,12505.68254,0.782424293,10.60375941
OilPalm,29,3.525225593,25.90509971,0.010950332,2.291955831,8079.661354,0.004777724,11.30261734
OtherGrain,29,1.429781969,0.695207489,4.787809573,2.963538579,4237.214024,1.615571873,0.234586954
OtherMeat_Fish,29,16.1847624,5.606206369,11.29677787,0.994668925,16098.48021,11.35732463,5.636253662
Pork,29,7.881104678,33.53202011,10.79099111,3.488961152,27496.86805,3.092895174,9.610889504
Poultry,29,9.348744869,9.494247822,11.70981218,1.36933104,12801.52654,8.551483778,6.933493468
Rice,29,65.24487177,0.535161936,4.885067301,2.60888978,170216.6792,1.872469791,0.205130144
RootTuber,29,12.32465697,0.176358599,1.02937861,0.892970069,11005.54978,1.152758246,0.197496651
SheepGoat,29,0.255328471,10.71383082,13.72312933,1.684711978,430.1549339,8.14568277,6.35944361
Soybean,29,1.805643599,48.33103461,14.03628387,5.186630121,9365.205478,2.706243465,9.318388526
SugarCrop,29,64.01496315,0.027364618,0.033411094,0.518372117,33183.57195,0.064453879,0.052789526
Vegetables,29,36.83461058,0.500481966,1.590567793,0.30520163,11241.98319,5.211531122,1.63984041
Wheat,29,6.43697589,1.497557878,9.726919247,3.493470097,22487.38278,2.784314443,0.42867345
Beef,30,0.127401935,6.964682599,15.46178966,1.285698542,163.800482,12.02598366,5.417041687
Corn,30,0.171441725,5.565348677,7.654246898,3.600596741,617.292516,2.125827314,1.545673975
Dairy,30,0.861123802,5.540839523,4.056125615,0.856074158,737.185834,4.738054031,6.472382645
FiberCrop,30,0,68.31374542,0.186507024,6.049276273,0,0.030831295,11.29287907
Fruits,30,2.501423194,0.244028169,0.456708251,0.40959955,1024.581814,1.115011604,0.595772551
Legumes,30,0.063674344,1.765437547,22.26591066,3.426318967,218.168612,6.498493244,0.515257792
MiscCrop,30,0.082558473,15.16460545,9.720671692,2.849348059,235.237824,3.411542392,5.322131638
NutsSeeds,30,0.209219441,17.42066223,7.967882916,3.01157906,630.080886,2.645749209,5.784560818
OilCrop,30,0.098422645,50.21495047,1.937145832,4.613845237,454.10685,0.419854965,10.88353594
OilPalm,30,0.354094433,27.01832935,0,2.388420315,845.726336,0,11.31221719
OtherGrain,30,0.17126967,1.091917034,6.004290271,3.101409724,531.17742,1.935987439,0.352071197
OtherMeat_Fish,30,0.815910031,1.653843482,9.526030885,0.61597932,502.583706,15.46485504,2.684900984
Pork,30,0.865491771,28.59142208,11.37067628,3.052991004,2642.33859,3.724438185,9.365052842
Poultry,30,1.096035165,9.772450037,11.66378853,1.394379595,1528.28907,8.364858878,7.008457433
Rice,30,1.459059973,0.505629566,4.784803152,2.58055742,3765.18804,1.854174263,0.195938119
RootTuber,30,0.328389032,0.121876294,1.142252038,0.699385495,229.670526,1.633222372,0.17426197
SheepGoat,30,0.022294,15.23926238,13.61541229,1.945363669,43.369938,6.998903345,7.833631637
Soybean,30,0.81831913,52.09655782,7.049866346,4.94004417,4042.532648,1.427085691,10.54576762
SugarCrop,30,3.908141149,0.008356538,0.004610544,0.567725416,2218.751058,0.008121081,0.014719331
Vegetables,30,2.69793207,0.273815055,1.522463791,0.34969365,943.449714,4.353707281,0.783014088
Wheat,30,0.938190369,1.543558451,10.91643536,3.597042195,3374.710346,3.034836614,0.429118806
Beef,1,10.41272438,9.820147174,13.92174666,1.471383304,15321.1088,9.461672307,6.674091751
Corn,1,4.058536593,17.31038646,4.828414785,4.053479961,16451.19675,1.191177662,4.270500071
Dairy,1,56.2940568,5.841604625,4.744680109,0.884692007,49802.90207,5.363086897,6.602981129
FiberCrop,1,0.211526377,66.19845809,0,5.851943695,1237.840448,0,11.31221719
Fruits,1,39.87483912,0.404487186,0.407432004,0.35644492,14213.18383,1.143043376,1.13478174
Legumes,1,1.20676445,1.556180586,22.79852935,3.414685215,4120.720724,6.676612311,0.455731784
MiscCrop,1,2.246867695,7.481201687,8.227920793,1.39865103,3142.583815,5.88275461,5.348869395
NutsSeeds,1,2.982879329,32.26848021,13.76850436,3.645584292,10874.33803,3.776762037,8.851387767
OilCrop,1,2.367998283,49.36126016,2.167564645,4.52897398,10724.60261,0.478599492,10.89899398
OilPalm,1,0.057172464,27.33308835,0,2.41624501,138.14268,0,11.31221719
OtherGrain,1,4.976184311,1.069282965,5.838957247,3.189019969,15869.15114,1.830956627,0.335301433
OtherMeat_Fish,1,7.813543709,3.250560166,9.005559662,0.765899842,5984.391893,11.75814273,4.244106067
Pork,1,7.693741783,18.79993861,11.00251114,2.16908596,16688.38728,5.072418218,8.667216956
Poultry,1,22.54432806,8.139716731,12.2920838,1.265599311,28532.08605,9.712460881,6.431511666
Rice,1,3.121588162,0.53252944,5.220630746,2.818831497,8799.23103,1.852054921,0.188918508
RootTuber,1,17.94042495,0.128637038,1.562443912,0.717225695,12867.33376,2.178455014,0.179353639
SheepGoat,1,0.152848828,20.76101633,13.31192991,2.44368399,373.5142339,5.447484192,8.49578604
Soybean,1,4.443190505,97.62707894,0.045346203,8.63448632,38364.66763,0.005251755,11.30664585
SugarCrop,1,61.55233508,0.001740244,7.10E-04,0.618221157,38052.95583,0.001148083,0.002814921
Vegetables,1,37.3353723,0.26543049,1.060244266,0.23794848,8883.895098,4.455772379,1.115495629
Wheat,1,20.21464235,1.720396374,11.29180297,3.51176456,70989.06459,3.215421416,0.489895135
